Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Allow customer reviews?,Categories,Regular price,Sale price,Images
simple,S1-269,Stylee Lifestyle Black Crepe Embroidered Dress Material (1790),1,1,visible,This is product description,"<p>Stylee Lifestyle presents the all new collection of Embroidered Dress Material. Pair them with matching accessories to look trendy and gorgeous. Elegant Contrast Zigzag Print With Multi Resham Embroidery With Jari &amp; Crystal.</p>
<ul class=""a-unorde",,,taxable,,1,100,1,Dress,5586.56,4988,"https://www.reddoko.com/uploads/23964/1537778326.1790-1.jpg,https://www.reddoko.com/uploads/23965/1537778326.1790-2.jpg"
simple,S1-271,Stylee Lifestyle Grey Crepe Embroidered Dress Material (1792),1,1,visible,This is product description,"<p>Stylee Lifestyle presents the all new collection of Embroidered Dress Material. Pair them with matching accessories to look trendy and gorgeous. Elegant Contrast Floral Print With Multi Resham Embroidery With Jari &amp; Crystal.</p>
<ul class=""a-unorde",,,taxable,,1,100,1,Dress,5531.68,4939,"https://www.reddoko.com/uploads/23968/1537781282.1792-1.jpg,https://www.reddoko.com/uploads/23969/1537781282.1792-2.jpg"
simple,S1-272,Stylee Lifestyle Pink Crepe Embroidered Dress Material (1793),1,1,visible,This is product description,"<p>Stylee Lifestyle presents the all new collection of Embroidered Dress Material. Pair them with matching accessories to look trendy and gorgeous. Elegant Contrast Floral Print With Multi Resham Embroidery With Jari &amp; Crystal.</p>
<ul class=""a-unorde",,,taxable,,1,100,1,Dress,5423.040000000001,4842,"https://www.reddoko.com/uploads/23970/1537781629.1793-1.jpg,https://www.reddoko.com/uploads/23971/1537781629.1793-2.jpg"
simple,S1-273,Stylee Lifestyle Maroon Crepe Embroidered Dress Material (1794),1,1,visible,This is product description,"<p>Stylee Lifestyle presents the all new collection of Embroidered Dress Material. Pair them with matching accessories to look trendy and gorgeous. Elegant Contrast Abstract Print With Multi Resham Embroidery With Jari &amp; Crystal.</p>
<ul class=""a-unor",,,taxable,,1,100,1,Dress,5477.92,4891,"https://www.reddoko.com/uploads/23972/1537782151.1794-1.jpg,https://www.reddoko.com/uploads/23973/1537782151.1794-2.jpg"
simple,S1-274,Stylee Lifestyle Beige Crepe Embroidered Dress Material (1789),1,1,visible,This is product description,"<p>Stylee Lifestyle presents the all new collection of Embroidered Dress Material. Pair them with matching accessories to look trendy and gorgeous. Elegant Contrast Traditional Print With Multi Resham Embroidery With Jari &amp; Crystal.</p>
<ul class=""a-u",,,taxable,,1,100,1,Dress,5558.56,4963,"https://www.reddoko.com/uploads/23974/1537784895.1789-1.jpg,https://www.reddoko.com/uploads/23975/1537784895.1789-2.jpg"
simple,S1-276,Stylee Lifestyle Green Georgette Embroidered Dress Material (1783),1,1,visible,This is product description,"<p>Stylee Lifestyle presents the all-new collection of Embroidered Dress Material. Pair them with matching accessories to look trendy and gorgeous. Embellished Contrast Floral Resham Thread Work With Jari &amp; Crystal, Cut Work.</p>
<ul class=""a-unordere",,,taxable,,1,100,1,Dress,8888.320000000002,7936,"https://www.reddoko.com/uploads/23978/1537789294.1783-1.jpg,https://www.reddoko.com/uploads/23979/1537789294.1783-2.jpg"
simple,S1-289,Stylee Lifestyle Maroon Satin Embroidered Dress Material (1759),1,1,visible,This is product description,"<p>Stylee Lifestyle presents the all new collection of Embroidered Dress Material. Pair them with matching accessories to look trendy and gorgeous. Embellished Traditional Work With Crystal &amp; Banarasi Jacquard Dupatta.&nbsp;</p>
<ul class=""a-unordered",,,taxable,,1,100,1,Dress,6978.72,6231,"https://www.reddoko.com/uploads/24166/1537976569.1759-1.jpg,https://www.reddoko.com/uploads/24167/1537976569.1759-2.jpg,https://www.reddoko.com/uploads/24168/1537976569.1759-3.jpg"
simple,S1-290,Stylee Lifestyle Navy Blue Satin Embroidered Dress Material (1760),1,1,visible,This is product description,"<p>Stylee Lifestyle presents the all new collection of Embroidered Dress Material. Pair them with matching accessories to look trendy and gorgeous. Embellished Traditional Work With Crystal &amp; Banarasi Jacquard Dupatta.&nbsp;</p>
<ul class=""a-unordered",,,taxable,,1,100,1,Dress,7032.4800000000005,6279,"https://www.reddoko.com/uploads/24169/1537976945.1760-1.jpg,https://www.reddoko.com/uploads/24170/1537976945.1760-2.jpg,https://www.reddoko.com/uploads/24171/1537976945.1760-3.jpg"
simple,S1-291,Stylee Lifestyle Yellow Satin Embroidered Dress Material (1761),1,1,visible,This is product description,"<p>Stylee Lifestyle presents the all new collection of Embroidered Dress Material. Pair them with matching accessories to look trendy and gorgeous. Embellished Traditional Work With Crystal &amp; Banarasi Jacquard Dupatta.&nbsp;</p>
<ul class=""a-unordered",,,taxable,,1,100,1,Dress,6867.840000000001,6132,"https://www.reddoko.com/uploads/24172/1537977422.1761-1.jpg,https://www.reddoko.com/uploads/24173/1537977422.1761-2.jpg,https://www.reddoko.com/uploads/24174/1537977422.1761-3.jpg"
simple,S1-294,Stylee Lifestyle Beige Satin Embroidered Dress Material (1764),1,1,visible,This is product description,"<p>Stylee Lifestyle presents the all new collection of Embroidered Dress Material. Pair them with matching accessories to look trendy and gorgeous. Embellished Traditional Work With Crystal &amp; Banarasi Jacquard Dupatta.&nbsp;</p>
<ul class=""a-unordered",,,taxable,,1,100,1,Dress,6950.72,6206,"https://www.reddoko.com/uploads/24181/1537978931.1764-1.jpg,https://www.reddoko.com/uploads/24182/1537978931.1764-2.jpg,https://www.reddoko.com/uploads/24183/1537978931.1764-3.jpg"
simple,S1-295,Stylee Lifestyle Green Satin Embroidered Dress Material (1765),1,1,visible,This is product description,"<p>Stylee Lifestyle presents the all new collection of Embroidered Dress Material. Pair them with matching accessories to look trendy and gorgeous. Embellished Traditional Work With Crystal &amp; Banarasi Jacquard Dupatta.&nbsp;</p>
<ul class=""a-unordered",,,taxable,,1,100,1,Dress,7004.4800000000005,6254,"https://www.reddoko.com/uploads/24184/1537979185.1765-1.jpg,https://www.reddoko.com/uploads/24185/1537979185.1765-2.jpg,https://www.reddoko.com/uploads/24186/1537979185.1765-3.jpg"
simple,S1-306,Stylee Lifestyle Wine Georgette Embroidered Dress Material (1808),1,1,visible,This is product description,"<p>Stylee Lifestyle presents the all new collection of Embroidered Dress Material. Pair them with matching accessories to look trendy and gorgeous. Allover Traditional Jardoshi Cording Work With Crystal &amp; Ready Lace.&nbsp;</p>
<ul class=""a-unordered-l",,,taxable,,1,100,1,Dress,12162.080000000002,10859,"https://www.reddoko.com/uploads/24254/1538233015.1808-1.jpg,https://www.reddoko.com/uploads/24255/1538233015.1808-2.jpg"
simple,S1-307,Stylee Lifestyle Gold Net Embroidered Dress Material (1809),1,1,visible,This is product description,"<p>Stylee Lifestyle presents the all new collection of Embroidered Dress Material. Pair them with matching accessories to look trendy and gorgeous. Allover Floral Jardoshi Cording Work With Multiple Jari &amp; Crystal.&nbsp;</p>
<ul class=""a-unordered-lis",,,taxable,,1,100,1,Dress,13825.28,12344,"https://www.reddoko.com/uploads/24256/1538233304.1809-1.jpg,https://www.reddoko.com/uploads/24257/1538233304.1809-2.jpg,https://www.reddoko.com/uploads/24258/1538233304.1809-3.jpg"
simple,S1-308,Stylee Lifestyle Grey Net Embroidered Dress Material (1810),1,1,visible,This is product description,"<p>Stylee Lifestyle presents the all new collection of Embroidered Dress Material. Pair them with matching accessories to look trendy and gorgeous. Embellished Contrast Floral Resham Chain Stitch Work With Cut Work &amp; Crystal.</p>
<ul class=""a-unordere",,,taxable,,1,100,1,Dress,11588.640000000001,10347,"https://www.reddoko.com/uploads/24259/1538234028.1810-1.jpg,https://www.reddoko.com/uploads/24260/1538234028.1810-2.jpg,https://www.reddoko.com/uploads/24261/1538234028.1810-3.jpg"
simple,S1-309,Stylee Lifestyle Turquoise Net Embroidered Dress Material (1811),1,1,visible,This is product description,"<p>Stylee Lifestyle presents the all new collection of Embroidered Dress Material. Pair them with matching accessories to look trendy and gorgeous. Allover Traditional Jardoshi Work With Sequin Work &amp; Crystal.</p>
<ul class=""a-unordered-list a-vertica",,,taxable,,1,100,1,Dress,12107.2,10810,"https://www.reddoko.com/uploads/24262/1538234299.1811-1.jpg,https://www.reddoko.com/uploads/24263/1538234299.1811-2.jpg"
simple,S1-310,Stylee Lifestyle Navy Blue Velvet Embroidered Dress Material (1812),1,1,visible,This is product description,"<p>Stylee Lifestyle presents the all new collection of Embroidered Dress Material. Pair them with matching accessories to look trendy and gorgeous. Elegant Traditional Resham Work With Jari &amp; Crystal.</p>
<ul class=""a-unordered-list a-vertical a-spaci",,,taxable,,1,100,1,Dress,11260.480000000001,10054,"https://www.reddoko.com/uploads/24264/1538236742.1812-1.jpg,https://www.reddoko.com/uploads/24265/1538236742.1812-2.jpg"
simple,S1-311,Stylee Lifestyle Beige Net Embroidered Dress Material (1813),1,1,visible,This is product description,"<p>Stylee Lifestyle presents the all new collection of Embroidered Dress Material. Pair them with matching accessories to look trendy and gorgeous. Embellished Floral Resham Chain Stitch Work With Jari &amp; Crystal.&nbsp;</p>
<ul class=""a-unordered-list",,,taxable,,1,100,1,Dress,13198.080000000002,11784,"https://www.reddoko.com/uploads/24266/1538237781.1813-1.jpg,https://www.reddoko.com/uploads/24267/1538237781.1813-2.jpg"
simple,S1-312,Stylee Lifestyle Pink Net Embroidered Dress Material (1814),1,1,visible,This is product description,"<p>Stylee Lifestyle presents the all new collection of Embroidered Dress Material. Pair them with matching accessories to look trendy and gorgeous. Embellished Floral Cording Work With Multiple Jari &amp; Crystal.</p>
<ul class=""a-unordered-list a-vertica",,,taxable,,1,100,1,Dress,11288.480000000001,10079,"https://www.reddoko.com/uploads/24268/1538238262.1814-1.jpg,https://www.reddoko.com/uploads/24269/1538238262.1814-2.jpg"
simple,S1-313,Stylee Lifestyle Maroon Net Embroidered Dress Material (1815),1,1,visible,This is product description,"<p>Stylee Lifestyle presents the all new collection of Embroidered Dress Material. Pair them with matching accessories to look trendy and gorgeous. Elegant Floral Cording Work With Jari &amp; Crystal</p>
<ul class=""a-unordered-list a-vertical a-spacing-no",,,taxable,,1,100,1,Dress,11316.480000000001,10104,"https://www.reddoko.com/uploads/24270/1538239533.1815-1.jpg,https://www.reddoko.com/uploads/24271/1538239533.1815-2.jpg"
simple,S1-314,Stylee Lifestyle Blue Georgette Embroidered Dress Material (1816),1,1,visible,This is product description,"<p>Stylee Lifestyle presents the all new collection of Embroidered Dress Material. Pair them with matching accessories to look trendy and gorgeous. Elegant Contrast Floral Resham Thread Work With Lehenga Bottom Style &amp; Crystal</p>
<ul class=""a-unorder",,,taxable,,1,100,1,Dress,13226.080000000002,11809,"https://www.reddoko.com/uploads/24272/1538239939.1816-1.jpg,https://www.reddoko.com/uploads/24273/1538239939.1816-2.jpg"
simple,S1-315,Stylee Lifestyle Green Net Embroidered Dress Material (1817),1,1,visible,This is product description,"<p>Stylee Lifestyle presents the all new collection of Embroidered Dress Material. Pair them with matching accessories to look trendy and gorgeous. Embellished Floral Cording Work With Sequin &amp; Crystal</p>
<ul class=""a-unordered-list a-vertical a-spac",,,taxable,,1,100,1,Dress,16581.600000000002,14805,"https://www.reddoko.com/uploads/24274/1538240340.1817-1.jpg,https://www.reddoko.com/uploads/24275/1538240340.1817-2.jpg,https://www.reddoko.com/uploads/24276/1538240340.1817-3.jpg"
simple,S1-316,Stylee Lifestyle Black Raw Silk Embroidered Dress Material (1818),1,1,visible,This is product description,"<p>tylee Lifestyle presents the all new collection of Embroidered Dress Material. Pair them with matching accessories to look trendy and gorgeous. Designer Jardoshi Work With Sequin &amp; Crystal</p>
<ul class=""a-unordered-list a-vertical a-spacing-none"">",,,taxable,,1,100,1,Dress,11753.28,10494,"https://www.reddoko.com/uploads/24277/1538240607.1818-1.jpg,https://www.reddoko.com/uploads/24278/1538240607.1818-2.jpg"
simple,S1-317,Stylee Lifestyle Beige Net Embroidered Dress Material (1819),1,1,visible,This is product description,"<p>Stylee Lifestyle presents the all new collection of Embroidered Dress Material. Pair them with matching accessories to look trendy and gorgeous. Allover Floral Jardoshi Work With Foil Printed Bottom Fabric &amp; Crystal.&nbsp;</p>
<ul class=""a-unordere",,,taxable,,1,100,1,Dress,12215.840000000002,10907,"https://www.reddoko.com/uploads/24279/1538292473.1819-1.jpg,https://www.reddoko.com/uploads/24280/1538292473.1819-2.jpg"
simple,S1-318,Stylee Lifestyle Peach Satin Embroidered Dress Material (1743),1,1,visible,This is product description,"<p>Stylee Lifestyle presents the all new collection of Embroidered Dress Material. Pair them with matching accessories to look trendy and gorgeous. Embellished Traditional Jardoshi Work With Crystal &amp; Cut Work.&nbsp;</p>
<ul class=""a-unordered-list a-",,,taxable,,1,100,1,Dress,7025.76,6273,"https://www.reddoko.com/uploads/24282/1538298977.1743-1.jpg,https://www.reddoko.com/uploads/24283/1538298977.1743-2.jpg,https://www.reddoko.com/uploads/24284/1538298977.1743-3.jpg"
simple,S1-319,Stylee Lifestyle Turquoise Satin Embroidered Dress Material (1744),1,1,visible,This is product description,"<p>Stylee Lifestyle presents the all new collection of Embroidered Dress Material. Pair them with matching accessories to look trendy and gorgeous. Embellished Traditional Jardoshi Work With Crystal &amp; Cut Work.&nbsp;</p>
<ul class=""a-unordered-list a-",,,taxable,,1,100,1,Dress,7080.64,6322,"https://www.reddoko.com/uploads/24285/1538300310.1744-1.jpg,https://www.reddoko.com/uploads/24286/1538300310.1744-2.jpg,https://www.reddoko.com/uploads/24287/1538300310.1744-3.jpg"
simple,S1-322,Stylee Lifestyle Red Satin Embroidered Dress Material (1747),1,1,visible,This is product description,"<p>Stylee Lifestyle presents the all new collection of Embroidered Dress Material. Pair them with matching accessories to look trendy and gorgeous. Embellished Traditional Jardoshi Work With Crystal &amp; Cut Work.&nbsp;</p>
<div id=""centerCol"" class=""a-f",,,taxable,,1,100,1,Dress,7106.400000000001,6345,"https://www.reddoko.com/uploads/24294/1538301009.1747-1.jpg,https://www.reddoko.com/uploads/24295/1538301009.1747-2.jpg,https://www.reddoko.com/uploads/24296/1538301009.1747-3.jpg"
simple,S1-323,"Stylee Lifestyle Women's Rayon Embroidered Gown (1714, Black, Free Size)",1,1,visible,This is product description,"<p>Stylee Lifestyle's the embroidered dress material. Pair them with matching accessories to look trendy and gorgeous. Elegant jardoshi work patch with allover abstract print jacket style. Bust: 46-inches/length: 60-inches, inner: attached.</p>
<ul class=",,,taxable,,1,100,1,Dress,6480.320000000001,5786,"https://www.reddoko.com/uploads/24298/1538302550.1714-1.jpg,https://www.reddoko.com/uploads/24299/1538302550.1714-2.jpg,https://www.reddoko.com/uploads/24300/1538302550.1714-3.jpg"
simple,S1-324,Stylee Lifestyle Rust Rayon Embroidered Gown (1715),1,1,visible,This is product description,"<p>Stylee Lifestyle presents the all new collection of Embroidered Dress Material. Pair them with matching accessories to look trendy and gorgeous. Sober Contrast Resham Thread Work With Jari &amp; Allover Digital Printed Jacket Style.</p>
<ul class=""a-un",,,taxable,,1,100,1,Dress,8770.720000000001,7831,"https://www.reddoko.com/uploads/24303/1538302931.1715-1.jpg,https://www.reddoko.com/uploads/24304/1538302931.1715-2.jpg,https://www.reddoko.com/uploads/24305/1538302931.1715-3.jpg"
simple,S1-325,Stylee Lifestyle Grey Rayon Embroidered Gown (1716),1,1,visible,This is product description,"<p>Stylee Lifestyle presents the all new collection of Embroidered Dress Material. Pair them with matching accessories to look trendy and gorgeous. Elegant Contrast Floral Resham Thread Work With Digital Printed Panel &amp; Abaya Style.</p>
<ul class=""a-u",,,taxable,,1,100,1,Dress,5060.160000000001,4518,"https://www.reddoko.com/uploads/24306/1538303213.1716-1.jpg,https://www.reddoko.com/uploads/24307/1538303213.1716-2.jpg"
simple,S1-326,"Stylee Lifestyle Women's Rayon Embroidery Gown (1717, Green, Free Size)",1,1,visible,This is product description,<p>Stylee Lifestyle a range of embroidered dress material. Pair them with matching accessories to look trendy and gorgeous. Embellished hand jardoshi work with jacket style abaya. Declaimer: the accessories on model are only for presentation purpose.</p>,,,taxable,,1,100,1,Dress,5770.240000000001,5152,"https://www.reddoko.com/uploads/24308/1538303481.1717-1.jpg,https://www.reddoko.com/uploads/24309/1538303481.1717-2.jpg,https://www.reddoko.com/uploads/24310/1538303481.1717-3.jpg"
simple,S1-327,Stylee Lifestyle Yellow Rayon Embroidered Gown (1718),1,1,visible,This is product description,"<p>Stylee Lifestyle presents the all new collection of Embroidered Dress Material. Pair them with matching accessories to look trendy and gorgeous. Embellished Jardoshi Work With Multiple Jari &amp; Resham Thread Work &amp; Abaya Style.</p>
<ul class=""a-u",,,taxable,,1,100,1,Dress,6997.76,6248,"https://www.reddoko.com/uploads/24311/1538303775.1718-1.jpg,https://www.reddoko.com/uploads/24312/1538303775.1718-2.jpg,https://www.reddoko.com/uploads/24313/1538303775.1718-3.jpg"
simple,S1-328,"Stylee Lifestyle Women's Rayon Embroidery Gown (1719, Grey, Free Size)",1,1,visible,This is product description,<p>Pair this gown with matching accessories to look trendy and gorgeous. Elegant crystal work patch with shibori print jacket and abaya style. The colour of the product might slightly vary due to photoshoot effect or display brightness set-up.Bust: 44-inc,,,taxable,,1,100,1,Dress,6315.68,5639,"https://www.reddoko.com/uploads/24314/1538304055.1719-1.jpg,https://www.reddoko.com/uploads/24315/1538304055.1719-2.jpg,https://www.reddoko.com/uploads/24316/1538304055.1719-3.jpg"
simple,S1-329,"Stylee Lifestyle Women's Rayon Embroidery Gown (1720, Brown, Free Size)",1,1,visible,This is product description,"<p>Stylee Lifestyle comes with the all embroidered dress material. Pair them with matching accessories to look trendy and gorgeous. Traditional digital print jacket with pant style.</p>
<ul class=""a-unordered-list a-vertical a-spacing-none"">
<li><span cla",,,taxable,,1,100,1,Dress,6588.960000000001,5883,"https://www.reddoko.com/uploads/24317/1538304720.1720-1.jpg,https://www.reddoko.com/uploads/24318/1538304720.1720-2.jpg"
simple,S1-330,Stylee Lifestyle Olive Green Rayon Embroidered Gown (1722),1,1,visible,This is product description,"<p>Stylee Lifestyle presents the all new collection of Embroidered Dress Material. Pair them with matching accessories to look trendy and gorgeous. Contrast Abstract Print Jacket With Tassel &amp; Abaya Style.</p>
<ul class=""a-unordered-list a-vertical a-",,,taxable,,1,100,1,Dress,5961.76,5323,"https://www.reddoko.com/uploads/24320/1538309069.1722-1.jpg,https://www.reddoko.com/uploads/24321/1538309069.1722-2.jpg,https://www.reddoko.com/uploads/24322/1538309069.1722-3.jpg"
